customer_city,seller_city,delivery_performance
brasilia,dracena,7 days 10:11:21.000000000
ascurra,maringa,7 days 10:13:17.000000000
planaltina,sao jose do rio preto,7 days 10:13:25.000000000
ribeirao preto,joinville,7 days 10:15:53.000000000
paulo afonso,belo horizonte,7 days 10:16:01.000000000
hortolandia,santa barbara d´oeste,7 days 10:16:02.000000000
imbituba,curitiba,7 days 10:16:28.000000000
vinhedo,campinas,7 days 10:16:52.000000000
presidente prudente,campinas,7 days 10:17:48.000000000
sao martinho,nilopolis,7 days 10:18:31.000000000
louveira,franca,7 days 10:18:42.000000000
criciuma,limeira,7 days 10:18:49.000000000
conchal,campo limpo paulista,7 days 10:18:55.000000000
ibaiti,campinas,7 days 10:19:07.000000000
maringa,capivari,7 days 10:19:45.000000000
brasilia,ribeirao preto,7 days 10:20:05.000000000
uberaba,sao carlos,7 days 10:20:47.000000000
uberaba,bauru,7 days 10:21:11.000000000
rio piracicaba,sao paulo,7 days 10:21:31.000000000
mairipora,votuporanga,7 days 10:21:51.000000000
barueri,votorantim,7 days 10:21:53.000000000
foz do iguacu,nova odessa,7 days 10:21:58.000000000
santo andre,vicosa,7 days 10:22:02.000000000
curitiba,vassouras,7 days 10:22:03.000000000
feliz,joinville,7 days 10:23:09.000000000
brasilia,registro,7 days 10:23:22.000000000
arroio do meio,caxias do sul,7 days 10:23:42.000000000
gravatai,limeira,7 days 10:25:20.000000000
porangatu,garca,7 days 10:25:27.000000000
sao jose de uba,ibitinga,7 days 10:26:51.000000000
londrina,ipatinga,7 days 10:27:08.000000000
ita,campinas,7 days 10:27:29.000000000
palestina,sao paulo,7 days 10:27:58.000000000
mogi-guacu,guara,7 days 10:28:52.000000000
medina,guariba,7 days 10:29:45.000000000
paineiras,santo andre,7 days 10:29:57.000000000
eldorado,sao paulo,7 days 10:30:48.000000000
sao lourenco da serra,piracicaba,7 days 10:32:52.000000000
camacari,petropolis,7 days 10:33:14.000000000
taboao da serra,araraquara,7 days 10:34:23.000000000
votorantim,pedreira,7 days 10:35:08.000000000
brodowski,ribeirao preto,7 days 10:35:18.000000000
carapicuiba,porto ferreira,7 days 10:36:33.000000000
rio de janeiro,recife,7 days 10:37:00.000000000
volta redonda,macae,7 days 10:38:42.000000000
aracoiaba da serra,campo limpo paulista,7 days 10:39:08.000000000
jaboticabal,uberlandia,7 days 10:39:29.000000000
londrina,belo horizonte,7 days 10:40:13.000000000
botucatu,ipatinga,7 days 10:40:17.000000000
rio de janeiro,sao jose dos pinhais,7 days 10:41:10.000000000
aguas lindas de goias,sao paulo,7 days 10:41:32.000000000
contagem,joinville,7 days 10:41:34.000000000
campos dos goytacazes,guariba,7 days 10:41:53.000000000
tramandai,sao paulo,7 days 10:41:56.000000000
unai,mineiros do tiete,7 days 10:42:03.000000000
itatiba,sao luis,7 days 10:42:27.000000000
niteroi,laranjal paulista,7 days 10:43:07.000000000
santos,navegantes,7 days 10:43:15.000000000
bela vista de minas,tres coracoes,7 days 10:43:52.000000000
guaramirim,ribeirao preto,7 days 10:44:16.000000000
santo andre,arapongas,7 days 10:45:36.000000000
brasilia,carapicuiba / sao paulo,7 days 10:45:42.000000000
tatui,mogi mirim,7 days 10:45:52.000000000
divinopolis,ribeirao preto,7 days 10:46:07.000000000
murutinga do sul,sao paulo,7 days 10:46:15.000000000
paraiso,juiz de fora,7 days 10:46:18.000000000
itaperucu,ibitinga,7 days 10:47:09.000000000
cataguases,sao jose do rio preto,7 days 10:47:27.000000000
saquarema,penapolis,7 days 10:48:47.000000000
mogi das cruzes,paincandu,7 days 10:50:32.000000000
sao carlos,araraquara,7 days 10:50:35.000000000
marilia,rio de janeiro,7 days 10:50:48.000000000
rio grande da serra,campo limpo paulista,7 days 10:51:01.000000000
jaboticabal,petropolis,7 days 10:52:36.000000000
patos de minas,sao jose dos pinhais,7 days 10:52:51.000000000
pedrinopolis,paulinia,7 days 10:53:55.000000000
cariacica,petropolis,7 days 10:54:55.000000000
teofilo otoni,florianopolis,7 days 10:55:03.000000000
sao gabriel,porto alegre,7 days 10:55:07.000000000
cambe,bauru,7 days 10:55:09.000000000
nova iguacu,londrina,7 days 10:55:37.000000000
ibiuna,diadema,7 days 10:55:46.000000000
joao monlevade,guarulhos,7 days 10:55:53.000000000
santos,timbo,7 days 10:56:24.000000000
santo andre,goiania,7 days 10:56:41.000000000
unai,ribeirao preto,7 days 10:57:01.000000000
sorocaba,penapolis,7 days 10:59:23.000000000
porto alegre,brasilia,7 days 10:59:49.000000000
campo limpo paulista,santo andre,7 days 10:59:53.000000000
ribeirao do sul,santo andre,7 days 10:59:53.000000000
joacaba,apucarana,7 days 11:00:19.000000000
paracambi,ilicinea,7 days 11:01:09.000000000
belo horizonte,taboao da serra,7 days 11:02:02.000000000
sao jose do norte,campo largo,7 days 11:05:24.000000000
salinas,santa terezinha de itaipu,7 days 11:06:33.000000000
barueri,londrina,7 days 11:06:45.000000000
jaboatao dos guararapes,sao paulo,7 days 11:09:49.000000000
francisco morato,jacutinga,7 days 11:11:34.000000000
sao paulo,itajobi,7 days 11:11:37.000000000
petropolis,praia grande,7 days 11:12:38.000000000
jacinto machado,arapongas,7 days 11:13:41.000000000
colombo,foz do iguacu,7 days 11:14:53.000000000
cabo de santo agostinho,canoas,7 days 11:16:21.000000000
bituruna,scao jose do rio pardo,7 days 11:16:48.000000000
caceres,curitiba,7 days 11:16:52.000000000
braganca paulista,caxias do sul,7 days 11:17:34.000000000
campo grande,marilia,7 days 11:17:58.000000000
fazenda rio grande,arapongas,7 days 11:18:41.000000000
santa maria,ribeirao pires,7 days 11:20:45.000000000
quatituba,rio de janeiro,7 days 11:22:22.000000000
eunapolis,franca,7 days 11:22:44.000000000
americano do brasil,sao paulo,7 days 11:23:29.000000000
serra,guarulhos,7 days 11:25:00.000000000
cubatao,ibitinga,7 days 11:26:08.000000000
penapolis,valinhos,7 days 11:26:35.000000000
governador valadares,sete lagoas,7 days 11:26:45.000000000
sao joao da boa vista,amparo,7 days 11:27:25.000000000
lavras,pocos de caldas,7 days 11:27:43.000000000
sao paulo,pinhalao,7 days 11:27:57.000000000
tupandi,araguari,7 days 11:28:47.000000000
guaruja,osasco,7 days 11:28:56.000000000
guararapes,monteiro lobato,7 days 11:29:24.000000000
divinopolis,maua,7 days 11:29:52.000000000
brasilia,presidente prudente,7 days 11:30:59.000000000
siqueira campos,araucaria,7 days 11:31:20.000000000
monte siao,sumare,7 days 11:31:56.000000000
porto rico,curitiba,7 days 11:33:13.000000000
dracena,auriflama,7 days 11:33:14.000000000
itapira,botucatu,7 days 11:35:10.000000000
cidade ocidental,curitiba,7 days 11:35:20.000000000
sertaozinho,socorro,7 days 11:35:30.000000000
guanhaes,rio de janeiro,7 days 11:36:03.000000000
aracruz,santo andre,7 days 11:36:18.000000000
ilopolis,sao paulo,7 days 11:36:31.000000000
iraucuba,caucaia,7 days 11:38:57.000000000
apiai,sao jose do rio preto,7 days 11:40:09.000000000
fazenda rio grande,ibitinga,7 days 11:40:57.000000000
tupa,cascavel,7 days 11:41:39.000000000
governador valadares,presidente prudente,7 days 11:43:12.000000000
itanhomi,franca,7 days 11:43:58.000000000
jaragua do sul,itapecerica da serra,7 days 11:44:39.000000000
rio de janeiro,ribeirao das neves,7 days 11:44:51.000000000
nanuque,brasilia,7 days 11:45:26.000000000
embu-guacu,franca,7 days 11:46:29.000000000
panambi,sao paulo,7 days 11:47:35.000000000
hortolandia,sao roque,7 days 11:47:36.000000000
colombo,porto alegre,7 days 11:48:28.000000000
santo andre,apucarana,7 days 11:49:38.000000000
porto alegre,jau,7 days 11:49:47.000000000
salmourao,itajai,7 days 11:49:56.000000000
campo grande,curitiba,7 days 11:50:09.000000000
sao sebastiao do paraiso,guariba,7 days 11:50:54.000000000
sao marcos,massaranduba,7 days 11:51:31.000000000
campo grande,belo horizonte,7 days 11:51:45.000000000
aracariguama,itatiba,7 days 11:51:48.000000000
maceio,recife,7 days 11:51:52.000000000
pesqueira,ferraz de vasconcelos,7 days 11:52:50.000000000
medina,sete lagoas,7 days 11:53:58.000000000
presidente bernardes,rolandia,7 days 11:54:41.000000000
paulinia,jacarei,7 days 11:54:48.000000000
florianopolis,ponta grossa,7 days 11:55:35.000000000
ourinhos,ribeirao preto,7 days 11:56:47.000000000
rio claro,londrina,7 days 11:57:29.000000000
conceicao do mato dentro,sao paulo,7 days 11:57:47.000000000
ibia,ribeirao pires,7 days 11:57:56.000000000
ibia,praia grande,7 days 11:57:56.000000000
belo horizonte,itapecerica da serra,7 days 11:58:52.000000000
junqueiropolis,sao paulo,7 days 12:00:43.000000000
belo horizonte,florianopolis,7 days 12:01:00.000000000
sumidouro,flores da cunha,7 days 12:01:09.000000000
rolandia,mogi das cruzes,7 days 12:01:55.000000000
marilia,votorantim,7 days 12:01:56.000000000
porto alegre,sao joao del rei,7 days 12:02:51.000000000
cosmopolis,patos de minas,7 days 12:03:28.000000000
cardoso,betim,7 days 12:03:50.000000000
taubate,belo horizonte,7 days 12:04:23.000000000
olinda,belo horizonte,7 days 12:04:37.000000000
lorena,guarulhos,7 days 12:06:19.000000000
sao pedro da aldeia,ribeirao preto,7 days 12:06:33.000000000
francisco beltrao,nilopolis,7 days 12:09:16.000000000
guarulhos,colombo,7 days 12:09:30.000000000
sao joao da barra,limeira,7 days 12:09:51.000000000
cascavel,campinas,7 days 12:10:18.000000000
casimiro de abreu,ibitinga,7 days 12:10:36.000000000
bom despacho,formiga,7 days 12:10:37.000000000
lagoa santa,monte siao,7 days 12:12:35.000000000
itu,batatais,7 days 12:13:50.000000000
guaraciaba,rio de janeiro,7 days 12:14:31.000000000
tabapua,ibitinga,7 days 12:14:35.000000000
curitiba,sorocaba,7 days 12:14:50.000000000
ceu azul,petropolis,7 days 12:17:00.000000000
americana,rio do sul,7 days 12:17:51.000000000
auriflama,praia grande,7 days 12:18:16.000000000
caieiras,francisco beltrao,7 days 12:18:38.000000000
maua,jau,7 days 12:19:22.000000000
ampere,praia grande,7 days 12:19:38.000000000
joinville,porto alegre,7 days 12:20:12.000000000
areiopolis,entre rios do oeste,7 days 12:20:56.000000000
barra mansa,brasilia,7 days 12:21:55.000000000
volta grande,santo andre,7 days 12:22:12.000000000
ilha solteira,bebedouro,7 days 12:22:38.000000000
curitiba,santana de parnaiba,7 days 12:23:48.000000000
franco da rocha,piracicaba,7 days 12:23:56.000000000
cuiaba,diadema,7 days 12:24:52.000000000
coronel fabriciano,campo limpo paulista,7 days 12:26:29.000000000
brasilia,aparecida de goiania,7 days 12:26:57.000000000
salto do lontra,itapecerica da serra,7 days 12:30:11.000000000
carapicuiba,borda da mata,7 days 12:31:48.000000000
petropolis,salto,7 days 12:32:25.000000000
mario campos,ibitinga,7 days 12:32:37.000000000
ipatinga,petropolis,7 days 12:32:38.000000000
barra de sao joao,serra negra,7 days 12:32:54.000000000
itatiba,cordeiropolis,7 days 12:36:53.000000000
varzea paulista,sete lagoas,7 days 12:38:02.000000000
diadema,garca,7 days 12:38:19.000000000
chapeco,curitiba,7 days 12:38:51.000000000
nova friburgo,santa barbara d oeste,7 days 12:39:01.000000000
lavras,araguari,7 days 12:40:14.000000000
fortaleza,salvador,7 days 12:41:01.000000000
valinhos,ibitinga,7 days 12:41:04.000000000
rio grande da serra,valinhos,7 days 12:43:10.000000000
araras,penapolis,7 days 12:44:28.000000000
pompeia,formiga,7 days 12:44:57.000000000
rio das ostras,cajamar,7 days 12:45:05.000000000
sorocaba,guariba,7 days 12:45:29.000000000
araxa,pompeia,7 days 12:47:57.000000000
paracatu,atibaia,7 days 12:49:52.000000000
ferraz de vasconcelos,guara,7 days 12:50:42.000000000
vitorino freire,belo horizonte,7 days 12:52:57.000000000
duque de caxias,goiania,7 days 12:54:42.000000000
resende costa,brasilia,7 days 12:54:50.000000000
rondonopolis,brasilia,7 days 12:54:55.000000000
sao miguel do oeste,estancia velha,7 days 12:55:02.000000000
barueri,sao jose dos pinhais,7 days 12:57:09.000000000
mesquita,maua,7 days 12:57:42.000000000
guaiba,sao paulo,7 days 12:58:13.000000000
sao paulo,rolante,7 days 12:58:21.000000000
presidente prudente,rio de janeiro,7 days 12:58:40.000000000
ibate,sao paulo,7 days 12:58:58.000000000
lagoa dos gatos,santo andre,7 days 12:59:56.000000000
sao sebastiao,osasco,7 days 13:01:00.000000000
patrocinio,sao jose do rio preto,7 days 13:02:00.000000000
penapolis,ibitinga,7 days 13:02:44.000000000
para de minas,salto,7 days 13:03:31.000000000
linhares,itapecerica da serra,7 days 13:05:45.000000000
guaruja,curitiba,7 days 13:06:26.000000000
livramento de nossa senhora,recife,7 days 13:08:04.000000000
varzea paulista,rolandia,7 days 13:09:01.000000000
itajuba,hortolandia,7 days 13:10:40.000000000
ibirite,pinhais,7 days 13:11:09.000000000
nova friburgo,riberao preto,7 days 13:11:29.000000000
itajai,jacarei,7 days 13:11:54.000000000
bauru,curitiba,7 days 13:14:35.000000000
santo eduardo,bonfinopolis de minas,7 days 13:14:36.000000000
bento goncalves,brasilia,7 days 13:15:31.000000000
sao goncalo,itajai,7 days 13:17:00.000000000
niteroi,loanda,7 days 13:18:37.000000000
rio de janeiro,rolante,7 days 13:18:46.000000000
juiz de fora,brasilia,7 days 13:19:13.000000000
canela,curitiba,7 days 13:19:33.000000000
natal,praia grande,7 days 13:22:03.000000000
aracatuba,registro,7 days 13:22:45.000000000
ponte nova,umuarama,7 days 13:22:53.000000000
barra mansa,campinas,7 days 13:23:09.000000000
timbo,salto,7 days 13:24:54.000000000
assis,foz do iguacu,7 days 13:28:38.000000000
volta redonda,ibitinga,7 days 13:29:21.000000000
candido mota,jacarei,7 days 13:29:33.000000000
ceres,morrinhos,7 days 13:29:50.000000000
barao,belo horizonte,7 days 13:30:06.000000000
monte azul paulista,maringa,7 days 13:30:16.000000000
sinop,francisco beltrao,7 days 13:33:05.000000000
barueri,jacutinga,7 days 13:34:56.000000000
uberlandia,andradas,7 days 13:35:22.000000000
cajamar,caxias do sul,7 days 13:36:40.000000000
guaiba,salto,7 days 13:37:16.000000000
marilia,mateus leme,7 days 13:37:24.000000000
goiania,sao roque,7 days 13:37:33.000000000
joinville,sao jose dos pinhais,7 days 13:39:14.000000000
louveira,guarulhos,7 days 13:40:23.000000000
vespasiano,curitiba,7 days 13:41:01.000000000
vicosa,teresopolis,7 days 13:41:31.000000000
palmeira das missoes,curitiba,7 days 13:41:51.000000000
lagoa santa,sao ludgero,7 days 13:41:54.000000000
birigui,franca,7 days 13:42:16.000000000
bento goncalves,toledo,7 days 13:43:40.000000000
guanhaes,barueri,7 days 13:44:00.000000000
niteroi,jaragua do sul,7 days 13:45:57.000000000
paracatu,capivari,7 days 13:46:55.000000000
cachoeira dourada,ribeirao preto,7 days 13:48:03.000000000
nova odessa,goiania,7 days 13:49:25.000000000
arenapolis,ibitinga,7 days 13:49:32.000000000
arenapolis,piracicaba,7 days 13:49:32.000000000
pocos de caldas,campo mourao,7 days 13:52:39.000000000
rio de janeiro,mogi das cruses,7 days 13:55:04.000000000
magda,sao paulo,7 days 13:56:56.000000000
caraguatatuba,colombo,7 days 13:59:07.000000000
sacra familia do tingua,canoas,7 days 13:59:20.000000000
sao goncalo,niteroi,7 days 14:00:03.000000000
natal,carapicuiba,7 days 14:00:26.000000000
jaboatao dos guararapes,brasilia,7 days 14:00:38.000000000
jundiai,americana,7 days 14:01:04.000000000
gravatai,barueri,7 days 14:01:37.000000000
contagem,jaboticabal,7 days 14:02:36.000000000
dona euzebia,sao paulo,7 days 14:03:07.000000000
sao goncalo,franca,7 days 14:05:04.000000000
contagem,praia grande,7 days 14:09:02.000000000
gaspar,marilia,7 days 14:09:14.000000000
aracatuba,sao jose dos pinhais,7 days 14:11:34.000000000
jau,belo horizonte,7 days 14:11:45.000000000
nazare paulista,campo limpo paulista,7 days 14:12:22.000000000
itapevi,assis,7 days 14:13:56.000000000
joinville,ilicinea,7 days 14:14:40.000000000
araras,sete lagoas,7 days 14:18:41.000000000
barra do ribeiro,jacarei,7 days 14:22:23.000000000
sao lourenco,echapora,7 days 14:23:35.000000000
paraguacu,cruzeiro,7 days 14:23:49.000000000
cassilandia,curitiba,7 days 14:24:04.000000000
adolfo,campo limpo paulista,7 days 14:24:35.000000000
canoas,indaiatuba,7 days 14:25:17.000000000
curitiba,tres coracoes,7 days 14:25:56.000000000
santa gertrudes,rolandia,7 days 14:26:09.000000000
piedade,sao paulo,7 days 14:28:29.000000000
indaiatuba,jussara,7 days 14:31:13.000000000
artur nogueira,campo largo,7 days 14:31:51.000000000
piumhii,araguari,7 days 14:34:37.000000000
macae,caruaru,7 days 14:34:42.000000000
vila velha,itatiba,7 days 14:34:58.000000000
gabriel monteiro,ibitinga,7 days 14:36:36.000000000
bandeirantes,salto,7 days 14:37:02.000000000
bambui,bauru,7 days 14:37:38.000000000
bauru,capivari,7 days 14:40:10.000000000
virginopolis,ibitinga,7 days 14:40:14.000000000
santa cruz do rio pardo,santos,7 days 14:41:18.000000000
indaiatuba,pederneiras,7 days 14:42:31.000000000
sao paulo,canoinhas,7 days 14:42:41.000000000
suzano,londrina,7 days 14:43:03.000000000
santos,petropolis,7 days 14:44:08.000000000
aparecida de goiania,sorocaba,7 days 14:44:20.000000000
itatiba,nilopolis,7 days 14:44:29.000000000
altinho,sao paulo,7 days 14:44:48.000000000
tatui,brasilia,7 days 14:49:11.000000000
viamao,sao paulo,7 days 14:49:48.000000000
campinas,camanducaia,7 days 14:49:56.000000000
taquarivai,ibitinga,7 days 14:50:44.000000000
cajamar,pedreira,7 days 14:51:21.000000000
santa mariana,praia grande,7 days 14:55:59.000000000
franco da rocha,votorantim,7 days 14:56:50.000000000
divinopolis,penapolis,7 days 14:56:57.000000000
contagem,porto alegre,7 days 14:57:03.000000000
patos,diadema,7 days 15:04:30.000000000
tucunduva,sao paulo,7 days 15:10:12.000000000
tiete,santo andre,7 days 15:10:59.000000000
colatina,assis,7 days 15:11:07.000000000
santa fe do sul,sao jose dos pinhais,7 days 15:11:58.000000000
floriano,franca,7 days 15:14:26.000000000
pitangui,brasilia,7 days 15:14:52.000000000
esteio,ibitinga,7 days 15:14:53.000000000
criciuma,joinville,7 days 15:16:16.000000000
otacilio costa,piracicaba,7 days 15:16:49.000000000
sao joao de meriti,americana,7 days 15:16:54.000000000
itapevi,riberao preto,7 days 15:17:49.000000000
alfenas,cascavel,7 days 15:19:18.000000000
maragogipe,sao paulo,7 days 15:20:17.000000000
santo augusto,cornelio procopio,7 days 15:20:18.000000000
nova iguacu,recife,7 days 15:21:12.000000000
barra bonita,ibitinga,7 days 15:24:39.000000000
itapecerica da serra,cruzeiro,7 days 15:27:09.000000000
barra do pirai,foz do iguacu,7 days 15:27:11.000000000
araras,jacarei,7 days 15:27:26.000000000
juiz de fora,monte siao,7 days 15:28:18.000000000
simonesia,luziania,7 days 15:29:21.000000000
sao jose do calcado,sao jose do rio preto,7 days 15:30:11.000000000
santos dumont,praia grande,7 days 15:31:03.000000000
itapeva,cariacica,7 days 15:34:09.000000000
lagoa formosa,mogi guacu,7 days 15:35:17.000000000
rio casca,aparecida,7 days 15:36:36.000000000
embu das artes,vicente de carvalho,7 days 15:37:57.000000000
